id,predicted_answer,correct_answer,result,time_cost
57-0007,A,A,True,9.53391408920288
57-0008,,C,False,14.424784660339355
57-0009,,D,False,14.268406867980957
57-0010,A,B,False,14.36802077293396
57-0011,A,B,False,16.272560596466064
57-0013,,A,False,14.649187803268433
57-0014,C,C,True,14.43855333328247
57-0015,A,D,False,15.592499017715454
57-0016,B,A,False,6.294931173324585
57-0017,B,C,False,14.715404987335205
57-0018,,C,False,1.0029199123382568
57-0019,C,D,False,14.754878282546997
52-0006,B,B,True,0.8472299575805664
52-0007,D,B,False,1.3491888046264648
52-0008,C,D,False,14.082447052001953
52-0009,C,B,False,1.8590068817138672
52-0010,A,D,False,2.6239919662475586
52-0011,,C,False,2.0472254753112793
52-0012,,A,False,1.9206883907318115
52-0013,,A,False,14.396615028381348
52-0014,A,D,False,14.111459732055664
52-0015,A,D,False,14.0569007396698
52-0016,A,A,True,2.512835741043091
52-0017,A,C,False,1.4338080883026123
52-0018,,B,False,14.335824012756348
53-0006,,C,False,14.328860759735107
53-0007,A,D,False,1.6413333415985107
53-0008,A,D,False,12.588889360427856
53-0009,,A,False,2.7292892932891846
53-0010,D,D,True,7.25322961807251
53-0011,A,C,False,14.05567741394043
53-0012,A,C,False,13.993356227874756
53-0013,A,D,False,3.254291296005249
53-0014,A,C,False,14.150994300842285
53-0015,C,D,False,12.875966310501099
53-0016,A,D,False,14.152644157409668
53-0017,A,B,False,13.974418640136719
53-0018,A,C,False,13.953019618988037
55-0006,A,C,False,9.029446840286255
55-0007,A,D,False,3.94209885597229
55-0008,,D,False,14.726377010345459
55-0009,A,C,False,14.516594886779785
55-0010,D,D,True,14.567517757415771
55-0011,A,C,False,6.222326278686523
55-0012,D,C,False,14.32798433303833
55-0013,,B,False,1.2535357475280762
55-0014,A,B,False,7.360280990600586
55-0015,B,B,True,14.275079250335693
55-0016,D,A,False,3.539292097091675
55-0017,B,D,False,1.5274310111999512
55-0018,A,B,False,2.3543508052825928
54-0004,A,B,False,16.20655655860901
54-0005,A,A,True,16.577866077423096
54-0006,B,A,False,18.50553297996521
54-0007,A,B,False,5.096032381057739
54-0008,B,B,True,17.154219150543213
54-0009,A,C,False,5.49796724319458
54-0010,,C,False,17.093892097473145
51-0007,A,D,False,14.468792200088501
51-0008,C,A,False,13.975793600082397
51-0009,A,D,False,1.539985179901123
51-0010,A,A,True,1.3743433952331543
51-0011,D,D,True,4.345047235488892
51-0012,B,C,False,14.623677968978882
51-0013,C,A,False,14.535835027694702
51-0014,A,A,True,14.527556896209717
51-0015,A,D,False,13.997248888015747
51-0016,B,B,True,13.950014114379883
51-0017,A,B,False,13.972594738006592
51-0018,C,C,True,13.933724641799927
51-0019,A,C,False,14.16336441040039
51-0020,A,C,False,4.433317422866821
21-0006,D,C,False,10.828118562698364
21-0007,A,C,False,2.113776445388794
21-0008,A,C,False,8.66344404220581
21-0009,B,C,False,4.603229284286499
21-0010,B,B,True,1.346254825592041
21-0011,A,C,False,4.433013916015625
21-0012,A,B,False,7.164801120758057
21-0013,,C,False,3.176015615463257
21-0014,D,B,False,6.769246578216553
21-0015,D,D,True,14.55644702911377
21-0016,A,A,True,1.135270118713379
21-0017,B,A,False,14.662126541137695
21-0018,,A,False,4.0034449100494385
03-0006,,B,False,14.239829063415527
03-0007,A,D,False,14.164101600646973
03-0008,C,A,False,14.698840856552124
03-0009,C,D,False,14.04599666595459
03-0010,B,C,False,1.015078067779541
03-0011,A,B,False,14.913652658462524
03-0012,D,A,False,14.537294387817383
03-0013,B,A,False,13.98717975616455
03-0014,,B,False,3.1250863075256348
03-0015,B,B,True,10.145662546157837
03-0016,A,C,False,13.974048614501953
03-0017,A,A,True,3.5723519325256348
03-0018,,D,False,0.7913196086883545
01-0007,A,B,False,13.891706943511963
01-0008,A,B,False,13.871874570846558
01-0009,,A,False,0.7912569046020508
01-0010,,C,False,0.7911310195922852
01-0011,B,B,True,8.064205408096313
01-0012,,B,False,14.153280258178711
01-0014,B,A,False,14.82785701751709
01-0015,B,C,False,0.8461768627166748
01-0016,,B,False,0.7926466464996338
01-0017,A,C,False,14.520188331604004
01-0018,A,C,False,14.198277235031128
01-0019,A,A,True,14.35835599899292
01-0020,A,A,True,14.182734727859497
01-0021,C,D,False,0.8937904834747314
20-0007,,A,False,3.465789556503296
20-0008,,C,False,14.272733688354492
20-0009,,A,False,13.97480058670044
20-0010,A,B,False,14.35596752166748
20-0013,A,A,True,14.531968593597412
20-0014,A,D,False,1.2483851909637451
20-0015,A,C,False,8.933098793029785
20-0016,D,D,True,14.5644850730896
20-0017,,A,False,14.537043571472168
20-0018,A,B,False,14.55531644821167
20-0019,A,B,False,2.5146238803863525
20-0020,A,D,False,1.1249651908874512
20-0021,B,D,False,1.2039334774017334
20-0022,A,D,False,14.668270349502563
02-0011,A,B,False,1.6564216613769531
02-0012,C,D,False,14.082800149917603
02-0013,,B,False,0.7884209156036377
02-0014,A,D,False,1.4176568984985352
02-0015,A,C,False,14.356956958770752
02-0020,A,D,False,5.9048848152160645
02-0021,B,D,False,0.7458555698394775
02-0022,,C,False,13.952670097351074
02-0023,D,C,False,7.764378786087036
02-0024,A,C,False,1.2869784832000732
02-0025,B,D,False,13.883262395858765
02-0026,,A,False,6.132771253585815
02-0027,,D,False,5.909190893173218
02-0034,A,B,False,14.543583393096924
18-0006,A,A,True,1.231614351272583
18-0007,,D,False,1.0776841640472412
18-0008,A,A,True,13.995423793792725
18-0009,D,D,True,14.021510362625122
18-0010,A,C,False,1.147620677947998
18-0011,A,B,False,13.918580770492554
18-0012,C,C,True,13.90764594078064
18-0013,A,D,False,13.878013372421265
18-0014,B,C,False,13.877319097518921
18-0015,A,A,True,1.5880634784698486
18-0016,C,D,False,13.91585922241211
18-0017,C,C,True,1.0392649173736572
18-0018,C,B,False,13.91356110572815
11-0007,C,D,False,14.20503854751587
11-0008,A,C,False,14.241660833358765
11-0009,C,B,False,2.046562433242798
11-0010,C,B,False,5.193154811859131
11-0011,B,B,True,14.080116510391235
11-0012,C,A,False,11.321265935897827
11-0013,A,A,True,2.551227331161499
11-0014,A,D,False,1.4023559093475342
11-0015,C,A,False,14.198808670043945
11-0016,A,A,True,5.844648599624634
11-0017,A,B,False,2.812372922897339
11-0018,A,C,False,2.8639793395996094
11-0019,A,A,True,11.595383167266846
11-0020,A,A,True,14.296642303466797
08-0007,A,A,True,13.870534658432007
08-0008,A,C,False,7.41761326789856
08-0009,D,B,False,0.8856067657470703
08-0010,A,D,False,13.599955558776855
08-0011,A,C,False,14.325212240219116
08-0012,,A,False,1.942460060119629
08-0013,,A,False,4.002769708633423
08-0014,A,B,False,1.8342204093933105
08-0015,C,B,False,10.28974962234497
08-0016,A,A,True,1.4952270984649658
08-0017,A,D,False,1.6474246978759766
08-0018,B,D,False,2.1884865760803223
08-0019,A,C,False,13.842124223709106
08-0020,A,D,False,13.150800704956055
17-0006,,D,False,9.704949617385864
17-0007,C,C,True,6.429085731506348
17-0008,A,C,False,14.822828769683838
17-0009,C,D,False,3.1287155151367188
17-0010,,C,False,14.217532873153687
17-0011,,B,False,14.310832738876343
17-0012,C,D,False,14.057096004486084
17-0013,A,D,False,6.995750427246094
17-0014,A,C,False,0.9180686473846436
17-0015,A,D,False,14.204600095748901
17-0016,,D,False,14.218173027038574
17-0017,A,A,True,2.394726514816284
17-0018,A,A,True,4.6202638149261475
07-0007,A,C,False,13.92572283744812
07-0008,A,D,False,13.9663987159729
07-0009,C,B,False,14.257582664489746
07-0010,A,C,False,13.973570346832275
07-0011,A,C,False,14.281431198120117
07-0012,B,B,True,0.93772292137146
07-0013,A,D,False,7.178869247436523
07-0014,,A,False,5.536754131317139
07-0015,A,D,False,8.869590520858765
07-0016,,C,False,6.320895671844482
07-0017,B,D,False,0.9432680606842041
07-0018,A,C,False,13.970507144927979
07-0019,B,C,False,14.226837635040283
07-0020,A,C,False,14.610024213790894
05-0004,A,D,False,13.943814039230347
05-0005,D,B,False,1.4578216075897217
05-0006,D,C,False,14.292291164398193
05-0007,A,A,True,14.181758642196655
05-0008,A,B,False,1.7789311408996582
05-0009,B,C,False,13.921074628829956
05-0010,D,A,False,14.196118831634521
05-0011,A,D,False,0.9253501892089844
04-0007,A,C,False,14.57670521736145
04-0008,D,B,False,10.602505207061768
04-0009,A,A,True,2.1880991458892822
04-0010,A,C,False,2.543362855911255
04-0011,C,D,False,14.15511155128479
04-0012,A,D,False,7.531329870223999
04-0013,,C,False,3.5489611625671387
04-0014,,A,False,10.281014919281006
04-0015,C,B,False,14.588535070419312
04-0016,A,B,False,2.74881911277771
04-0017,A,D,False,14.170799493789673
04-0018,C,B,False,14.682187795639038
04-0019,B,D,False,2.2818500995635986
04-0020,B,A,False,2.0464367866516113
16-0006,C,A,False,13.990614175796509
16-0007,A,A,True,2.1456491947174072
16-0008,D,B,False,14.486457109451294
16-0009,C,D,False,0.921684980392456
16-0010,B,B,True,14.575751066207886
16-0011,D,A,False,14.533327341079712
16-0012,A,A,True,4.358306646347046
16-0013,C,B,False,13.915912628173828
16-0014,B,B,True,8.243991613388062
16-0015,A,B,False,1.182084321975708
16-0016,A,D,False,11.004754066467285
16-0017,,A,False,14.31770634651184
16-0019,B,D,False,1.127371072769165
09-0005,B,D,False,3.9717254638671875
09-0006,,D,False,9.343955755233765
09-0007,A,D,False,13.777268409729004
09-0008,A,C,False,1.249427080154419
09-0009,A,C,False,1.29764723777771
09-0010,D,D,True,2.5320374965667725
09-0011,A,A,True,13.950212717056274
09-0012,C,C,True,5.457349061965942
09-0013,C,B,False,1.0431628227233887
09-0014,,B,False,6.0883469581604
09-0015,B,C,False,1.2443463802337646
10-0007,D,A,False,2.8819167613983154
10-0008,B,D,False,1.1019153594970703
10-0009,,C,False,2.0573348999023438
10-0010,C,B,False,14.199379205703735
10-0011,,C,False,0.8107318878173828
10-0012,B,D,False,14.300140619277954
10-0013,B,B,True,14.672222375869751
10-0014,,A,False,14.054538488388062
10-0015,B,C,False,13.588310718536377
10-0016,C,C,True,0.9432532787322998
10-0017,A,D,False,0.9193029403686523
10-0018,A,A,True,13.922051906585693
10-0019,B,C,False,14.039251804351807
10-0020,A,A,True,14.248014450073242
15-0007,A,A,True,13.929605960845947
15-0008,,C,False,1.7562310695648193
15-0009,A,D,False,14.035086631774902
15-0010,A,A,True,14.220924139022827
15-0011,D,C,False,0.8948283195495605
15-0013,A,C,False,2.2502570152282715
15-0014,,B,False,14.030825138092041
15-0015,B,A,False,4.5298240184783936
15-0016,A,C,False,14.038800716400146
15-0017,A,B,False,13.923596620559692
15-0018,C,A,False,1.2923765182495117
15-0019,B,D,False,1.7049331665039062
15-0020,A,C,False,14.02843451499939
19-0005,A,A,True,14.148708581924438
19-0006,B,B,True,1.4690651893615723
19-0007,,B,False,14.136431694030762
19-0008,A,A,True,14.267197132110596
19-0009,A,C,False,14.303985595703125
19-0011,B,C,False,13.906947612762451
19-0012,,A,False,3.030734062194824
19-0013,,B,False,13.94944715499878
19-0014,,D,False,3.7329800128936768
19-0015,C,A,False,13.99809217453003
13-0006,A,B,False,0.8439817428588867
13-0007,B,A,False,5.57396936416626
13-0008,A,D,False,14.177720308303833
13-0009,A,C,False,14.197945356369019
13-0010,B,B,True,0.8907375335693359
13-0011,B,B,True,2.7454278469085693
13-0012,B,D,False,13.843786239624023
13-0013,A,A,True,13.866995096206665
13-0014,A,D,False,13.924062252044678
13-0015,B,B,True,12.000601768493652
13-0016,A,C,False,1.0398061275482178
13-0017,A,D,False,13.825465679168701
13-0018,A,B,False,0.7890164852142334
06-0007,,B,False,14.214401483535767
06-0008,,D,False,14.18144941329956
06-0009,B,C,False,0.9165687561035156
06-0010,,B,False,14.497427463531494
06-0011,A,B,False,14.17500638961792
06-0012,A,D,False,1.6271002292633057
06-0013,B,A,False,14.022232055664062
06-0014,A,D,False,1.6511085033416748
06-0015,A,C,False,1.2469584941864014
06-0016,C,B,False,1.0208323001861572
06-0017,A,A,True,7.329973459243774
06-0018,A,C,False,1.174532413482666
06-0019,D,B,False,14.301674842834473
06-0020,,C,False,14.895176887512207
12-0007,C,B,False,14.0027596950531
12-0008,A,C,False,14.50865387916565
12-0009,C,A,False,14.01668643951416
12-0010,D,A,False,14.278578281402588
12-0011,A,C,False,3.3786394596099854
12-0012,,B,False,12.777202129364014
12-0013,A,D,False,13.851988315582275
12-0014,B,D,False,7.746891498565674
12-0015,D,B,False,14.687504291534424
12-0016,C,A,False,3.764784336090088
12-0017,,D,False,14.658785820007324
12-0018,,A,False,8.320343255996704
12-0019,,D,False,2.8622148036956787
12-0020,D,A,False,9.661502838134766
14-0006,B,C,False,14.248739957809448
14-0007,,A,False,14.304209232330322
14-0008,A,B,False,14.131123304367065
14-0009,D,C,False,14.350518941879272
14-0010,,C,False,14.926491737365723
14-0011,A,C,False,14.079185485839844
14-0012,A,C,False,14.408307552337646
14-0013,D,C,False,14.077404737472534
14-0014,A,A,True,3.7696402072906494
14-0015,A,C,False,15.063466548919678
14-0016,A,C,False,2.96785044670105
14-0017,A,D,False,14.117899417877197
48-0007,A,D,False,14.230722188949585
48-0008,D,D,True,2.9847981929779053
48-0009,,A,False,14.17170786857605
48-0010,A,C,False,0.9945712089538574
48-0011,C,D,False,14.544974565505981
48-0012,A,C,False,14.180700778961182
48-0013,A,B,False,14.582236051559448
48-0014,,A,False,14.755543947219849
48-0015,A,C,False,14.141716003417969
48-0016,A,A,True,4.190997123718262
48-0017,A,D,False,15.030828714370728
48-0018,D,A,False,14.512134313583374
48-0019,,D,False,14.068443059921265
48-0020,,B,False,5.322868347167969
44-0008,,B,False,3.1856648921966553
44-0009,B,D,False,15.1494779586792
44-0010,,A,False,15.697779893875122
44-0011,,C,False,14.156321048736572
44-0012,C,B,False,14.22033953666687
44-0013,A,B,False,5.032242059707642
44-0014,A,A,True,1.9861879348754883
44-0015,A,C,False,4.491114377975464
44-0016,,D,False,15.045595645904541
44-0017,A,C,False,14.222042560577393
44-0018,A,D,False,6.669728755950928
44-0019,A,C,False,2.556628465652466
44-0020,A,B,False,14.252023220062256
44-0021,A,C,False,14.276873350143433
43-0007,,A,False,1.4080297946929932
43-0008,,B,False,4.197864294052124
43-0009,C,A,False,14.114601373672485
43-0010,A,C,False,3.660985231399536
43-0011,,B,False,7.209457159042358
43-0012,D,D,True,2.042452096939087
43-0013,A,B,False,11.4625723361969
43-0014,A,C,False,5.390293121337891
43-0015,A,D,False,13.88631010055542
43-0016,A,C,False,4.1052610874176025
43-0017,B,A,False,13.979583263397217
43-0018,,C,False,14.026235342025757
43-0019,C,B,False,13.902799129486084
43-0020,,C,False,13.979101657867432
33-0008,A,A,True,14.270277500152588
33-0009,A,B,False,14.72309398651123
33-0010,A,C,False,1.693282127380371
33-0011,,C,False,14.532836437225342
33-0012,A,C,False,2.5178234577178955
33-0013,B,C,False,14.850779056549072
33-0014,A,D,False,3.883307933807373
33-0015,B,D,False,14.345024347305298
33-0016,A,C,False,13.646847486495972
33-0017,A,C,False,1.825324535369873
33-0018,A,D,False,14.051201581954956
33-0019,D,C,False,1.3151261806488037
33-0020,A,D,False,14.017487049102783
33-0021,A,A,True,14.033473014831543
40-0007,,C,False,2.559939384460449
40-0008,A,B,False,16.851242303848267
40-0009,A,B,False,13.903275966644287
40-0010,A,D,False,14.348538875579834
40-0011,B,C,False,0.9152896404266357
40-0012,A,A,True,13.994428157806396
40-0013,A,D,False,1.4893782138824463
40-0014,B,D,False,13.5621657371521
40-0015,B,A,False,14.549244403839111
40-0016,A,B,False,1.9342412948608398
40-0017,A,A,True,14.169717788696289
40-0018,B,C,False,11.506453037261963
37-0029,A,A,True,14.596920251846313
37-0051,,C,False,14.159814834594727
37-0052,D,C,False,15.384785175323486
37-0053,B,B,True,0.8633427619934082
37-0054,B,B,True,3.5429470539093018
37-0055,A,A,True,1.8186380863189697
37-0056,,A,False,1.5527069568634033
45-0005,C,B,False,2.8638267517089844
45-0006,A,A,True,8.571144580841064
45-0007,C,D,False,14.27216386795044
45-0008,A,B,False,14.535444974899292
45-0009,A,A,True,9.368850231170654
45-0010,A,B,False,14.688480615615845
45-0011,B,C,False,1.4492857456207275
45-0012,,A,False,14.648208856582642
45-0013,A,D,False,13.958905220031738
35-0145,B,D,False,14.64744234085083
35-0146,A,A,True,14.313577890396118
35-0147,,B,False,14.356074571609497
35-0148,A,B,False,9.463523626327515
35-0149,A,C,False,4.237690448760986
35-0150,A,C,False,14.587467432022095
35-0151,,D,False,3.1864402294158936
35-0152,B,B,True,15.409382343292236
35-0153,,C,False,14.683834075927734
35-0154,,C,False,8.669078350067139
35-0155,A,C,False,14.899861335754395
35-0156,A,D,False,12.395977258682251
35-0157,A,C,False,15.304755926132202
35-0158,A,C,False,4.566973447799683
34-0006,,A,False,14.264122724533081
34-0007,,B,False,14.287438154220581
34-0008,A,A,True,5.179115056991577
34-0009,A,D,False,0.8369874954223633
34-0012,A,D,False,14.241069316864014
34-0015,,B,False,1.5395143032073975
34-0016,C,C,True,14.311081409454346
34-0017,A,A,True,2.9635088443756104
34-0019,B,C,False,14.150532722473145
34-0020,A,A,True,10.70289397239685
34-0021,,A,False,14.13595700263977
34-0022,B,B,True,13.905259370803833
34-0023,A,A,True,14.300665855407715
32-0006,A,B,False,14.36641001701355
32-0007,A,A,True,3.57558274269104
32-0008,B,D,False,8.872429609298706
32-0009,C,D,False,13.982882738113403
32-0010,A,B,False,14.500663757324219
32-0011,,D,False,14.673427820205688
32-0012,A,C,False,13.970379114151001
32-0013,D,B,False,2.742619752883911
32-0014,,A,False,14.139121055603027
32-0015,C,A,False,1.3475332260131836
32-0016,A,A,True,1.5346283912658691
32-0017,A,C,False,14.182809829711914
32-0018,A,B,False,7.862571477890015
47-0006,A,C,False,1.5626976490020752
47-0007,D,A,False,14.279563665390015
47-0008,A,B,False,14.630744457244873
47-0009,A,B,False,13.949926137924194
47-0010,A,A,True,0.8930644989013672
47-0011,,C,False,13.977399349212646
47-0012,A,C,False,13.930003881454468
47-0013,B,D,False,14.133524179458618
47-0014,,C,False,0.9144892692565918
47-0015,A,D,False,9.470963954925537
47-0016,D,A,False,1.3613252639770508
47-0017,A,A,True,2.4439918994903564
47-0018,A,D,False,6.366100549697876
41-0006,B,D,False,14.035645961761475
41-0007,A,B,False,13.94709587097168
41-0008,A,A,True,14.138960838317871
41-0010,,B,False,2.7810494899749756
41-0011,A,C,False,14.305015325546265
41-0012,A,C,False,9.404037952423096
41-0013,A,C,False,14.30123257637024
41-0014,A,A,True,13.946415901184082
41-0015,A,C,False,2.3472445011138916
41-0016,A,A,True,14.90970492362976
41-0017,C,A,False,13.880749464035034
41-0018,D,A,False,14.04257607460022
49-0006,,A,False,6.174903154373169
49-0007,D,B,False,1.487128734588623
49-0008,,A,False,0.5479657649993896
49-0009,,B,False,5.981278896331787
49-0010,A,B,False,13.565552234649658
49-0011,A,A,True,9.349775075912476
49-0012,A,C,False,13.949125051498413
49-0013,C,B,False,13.955575704574585
49-0014,A,C,False,14.017595052719116
49-0015,A,B,False,13.95139765739441
49-0016,A,C,False,13.87786316871643
49-0017,A,A,True,3.102689504623413
49-0018,D,B,False,13.902256965637207
46-0007,B,C,False,4.94135856628418
46-0008,A,A,True,6.898273229598999
46-0009,D,A,False,6.870027542114258
46-0010,A,C,False,2.191710948944092
46-0011,B,D,False,5.544309139251709
46-0012,A,A,True,14.023297786712646
46-0013,C,A,False,0.8431437015533447
46-0014,,D,False,14.03118348121643
46-0015,A,B,False,14.272146701812744
46-0016,B,A,False,13.972422122955322
46-0017,A,D,False,12.652863264083862
46-0018,C,A,False,3.4092719554901123
46-0019,B,D,False,14.283751487731934
46-0020,A,A,True,3.062546491622925
39-0008,A,D,False,9.192614793777466
39-0009,A,A,True,1.3053674697875977
39-0011,A,C,False,14.372241735458374
39-0012,A,D,False,14.144920587539673
39-0013,D,D,True,14.661120176315308
39-0014,A,D,False,6.458554983139038
39-0015,A,A,True,15.53382158279419
39-0016,A,A,True,13.2890305519104
39-0017,A,B,False,9.165770530700684
39-0018,,C,False,0.7926325798034668
39-0019,,C,False,13.9608895778656
39-0020,C,D,False,1.152625322341919
39-0021,,C,False,14.513514757156372
39-0022,,A,False,14.692800998687744
42-0009,,A,False,14.51146650314331
42-0010,,C,False,13.877505779266357
42-0011,A,A,True,1.9862697124481201
42-0012,A,B,False,1.9866642951965332
42-0013,B,A,False,2.379690170288086
42-0014,,C,False,13.645296812057495
42-0016,A,D,False,14.349300384521484
42-0018,,A,False,14.169051170349121
42-0019,C,B,False,14.208466053009033
42-0020,A,A,True,14.337708711624146
42-0021,,B,False,14.275644063949585
42-0022,A,D,False,14.55620288848877
38-0007,B,B,True,14.051421880722046
38-0008,A,D,False,13.934318780899048
38-0009,A,C,False,7.945390939712524
38-0010,A,C,False,14.241024017333984
38-0011,,C,False,14.525132179260254
38-0012,A,B,False,14.168609142303467
38-0013,A,D,False,14.213574171066284
38-0014,A,D,False,14.251891613006592
38-0015,C,D,False,14.274376392364502
38-0016,C,A,False,14.946312189102173
38-0017,D,D,True,2.66947865486145
38-0018,A,C,False,13.34126901626587
38-0019,A,D,False,14.536961078643799
36-0007,A,B,False,3.348329544067383
36-0008,A,A,True,4.814813613891602
36-0009,,A,False,14.17850923538208
