id,predicted_answer,correct_answer,result,time_cost
26-0011,A,C,False,2.5137598514556885
26-0012,B,C,False,2.2254598140716553
26-0013,D,C,False,11.065054416656494
26-0014,A,A,True,1.1025757789611816
26-0016,,A,False,4.401604413986206
26-0017,B,A,False,3.8962998390197754
26-0018,B,C,False,1.7626659870147705
26-0019,A,A,True,10.596761226654053
26-0020,B,C,False,12.082922458648682
50-0008,A,B,False,0.44331884384155273
50-0009,A,B,False,5.959790945053101
50-0010,B,B,True,1.6742031574249268
50-0011,D,A,False,2.7206192016601562
50-0012,A,D,False,0.4415011405944824
50-0013,A,B,False,3.078500509262085
50-0015,A,D,False,7.144419431686401
50-0016,A,A,True,2.4212965965270996
50-0017,D,C,False,1.7599754333496094
50-0018,A,D,False,2.419337749481201
50-0019,A,D,False,7.4082725048065186
50-0020,B,B,True,2.1987922191619873
50-0021,,A,False,0.8405599594116211
56-0006,B,C,False,4.476662874221802
56-0007,C,A,False,3.3432981967926025
56-0008,C,C,True,9.055962562561035
56-0009,A,C,False,3.071648120880127
56-0010,C,A,False,1.9484667778015137
56-0011,C,A,False,3.3537509441375732
56-0012,D,C,False,2.792163848876953
56-0013,D,B,False,3.336538791656494
56-0014,A,B,False,1.3199174404144287
56-0015,A,D,False,1.101527452468872
56-0016,A,B,False,1.3336174488067627
56-0017,D,B,False,2.8093693256378174
56-0018,D,B,False,1.125267505645752
58-0006,A,A,True,2.4200172424316406
58-0007,C,D,False,1.6686735153198242
58-0009,A,A,True,0.5663690567016602
58-0010,C,C,True,1.7586390972137451
58-0011,A,C,False,4.698269605636597
58-0012,A,C,False,12.626854181289673
58-0013,A,B,False,13.41353154182434
58-0014,B,B,True,14.262927770614624
58-0016,C,D,False,15.417181968688965
58-0017,D,C,False,3.9963910579681396
58-0018,A,B,False,2.2271573543548584
58-0019,B,C,False,6.162209749221802
58-0020,B,A,False,1.878805160522461
57-0006,A,C,False,1.3201220035552979
57-0007,D,A,False,3.0613574981689453
57-0008,B,C,False,2.7806484699249268
57-0009,A,D,False,1.100447416305542
57-0010,D,B,False,2.20089054107666
57-0011,A,B,False,28.282321214675903
57-0013,B,A,False,1.3936755657196045
57-0014,B,C,False,2.2712395191192627
57-0015,D,D,True,1.9772040843963623
57-0016,A,A,True,5.276871204376221
57-0017,D,C,False,1.9497456550598145
57-0018,A,C,False,1.955317497253418
57-0019,A,D,False,1.9542739391326904
52-0006,A,B,False,1.9802026748657227
52-0007,D,B,False,1.5417964458465576
52-0008,A,D,False,2.783290386199951
52-0009,B,B,True,1.541729211807251
52-0010,A,D,False,1.7611863613128662
52-0011,B,C,False,2.6385722160339355
52-0012,,A,False,1.101992130279541
52-0013,A,A,True,58.45599389076233
52-0014,A,D,False,1.5403270721435547
52-0015,A,D,False,6.158489465713501
52-0016,D,A,False,4.4544758796691895
52-0017,,C,False,0.6634764671325684
52-0018,A,B,False,1.3218793869018555
53-0006,D,C,False,2.784825086593628
53-0007,A,D,False,4.193406343460083
53-0008,A,D,False,0.4427032470703125
53-0009,A,A,True,2.6417922973632812
53-0010,A,D,False,1.5439507961273193
53-0011,A,C,False,1.7629711627960205
53-0012,A,C,False,1.5425868034362793
53-0013,A,D,False,1.5415899753570557
53-0014,C,C,True,3.518596887588501
53-0015,A,D,False,2.7827773094177246
53-0016,C,D,False,1.7597386837005615
53-0017,C,B,False,1.7624993324279785
53-0018,D,C,False,1.5433263778686523
55-0006,A,C,False,22.746752738952637
55-0007,A,D,False,6.476214170455933
55-0008,A,D,False,15.478662490844727
55-0009,C,C,True,4.18426775932312
55-0010,C,D,False,3.906935930252075
55-0011,A,C,False,16.684978008270264
55-0012,A,C,False,17.307114124298096
55-0013,A,B,False,2.2010011672973633
55-0014,D,B,False,3.900412082672119
55-0015,A,B,False,15.738681316375732
55-0016,A,A,True,3.61700177192688
55-0017,A,D,False,3.6635565757751465
55-0018,D,B,False,2.7715346813201904
54-0004,A,B,False,26.2275333404541
54-0005,C,A,False,11.216261625289917
54-0006,A,A,True,44.71058678627014
54-0007,D,B,False,12.302265405654907
54-0008,C,B,False,22.572960376739502
54-0009,B,C,False,47.944780111312866
54-0010,A,C,False,13.935893058776855
51-0007,B,D,False,5.565239906311035
51-0008,A,A,True,4.838129758834839
51-0009,A,D,False,1.3958048820495605
51-0010,A,A,True,0.8819944858551025
51-0011,A,D,False,5.71877908706665
51-0012,B,C,False,3.6209754943847656
51-0013,D,A,False,4.171425104141235
51-0014,D,A,False,4.454523324966431
51-0015,B,D,False,1.7603652477264404
51-0016,B,B,True,1.7623298168182373
51-0017,D,B,False,0.8817174434661865
51-0018,A,C,False,2.203021287918091
51-0019,A,C,False,1.760240077972412
51-0020,A,C,False,1.7601161003112793
21-0006,C,C,True,1.9483635425567627
21-0007,D,C,False,4.157897710800171
21-0008,B,C,False,4.730146408081055
21-0009,A,C,False,1.6707990169525146
21-0010,,B,False,1.7617003917694092
21-0011,A,C,False,1.8792526721954346
21-0012,A,B,False,1.7618176937103271
21-0013,D,C,False,1.7748572826385498
21-0014,D,B,False,1.9511163234710693
21-0015,A,D,False,0.5600457191467285
21-0016,A,A,True,9.2042236328125
21-0017,A,A,True,2.2339277267456055
21-0018,D,A,False,3.9006927013397217
03-0006,A,B,False,2.2711873054504395
03-0007,B,D,False,4.409935474395752
03-0008,B,A,False,4.1963417530059814
03-0009,A,D,False,1.98158597946167
03-0010,A,C,False,1.7614517211914062
03-0011,B,B,True,6.460943937301636
03-0012,A,A,True,5.289154291152954
03-0013,A,A,True,1.3229868412017822
03-0014,A,B,False,1.7619013786315918
03-0015,D,B,False,1.3235406875610352
03-0016,A,C,False,1.101086139678955
03-0017,D,A,False,2.201387643814087
03-0018,A,D,False,1.9817326068878174
01-0007,A,B,False,1.7623412609100342
01-0008,B,B,True,1.543565034866333
01-0009,A,A,True,1.3224878311157227
01-0010,A,C,False,0.443281888961792
01-0011,A,B,False,1.3226983547210693
01-0012,D,B,False,1.7596871852874756
01-0014,D,A,False,2.2437422275543213
01-0015,A,C,False,1.3209052085876465
01-0016,A,B,False,1.321664810180664
01-0017,A,C,False,0.5582077503204346
01-0018,B,C,False,1.8313426971435547
01-0019,B,A,False,1.9476773738861084
01-0020,A,A,True,1.322385549545288
01-0021,D,D,True,2.199843406677246
20-0007,A,A,True,3.799726724624634
20-0008,A,C,False,4.656839609146118
20-0009,A,A,True,0.4429645538330078
20-0010,D,B,False,4.183732748031616
20-0013,A,A,True,2.2286667823791504
20-0014,A,D,False,3.035006523132324
20-0015,A,C,False,3.337707281112671
20-0016,B,D,False,4.477375507354736
20-0017,A,A,True,3.615807294845581
20-0018,D,B,False,2.512094736099243
20-0019,A,B,False,12.269780397415161
20-0020,B,D,False,3.777230739593506
20-0021,A,D,False,1.6788077354431152
20-0022,A,D,False,2.512176036834717
02-0011,A,B,False,1.5401785373687744
02-0012,D,D,True,2.8610401153564453
02-0013,A,B,False,1.100233554840088
02-0014,C,D,False,6.982839345932007
02-0015,A,C,False,1.7732350826263428
02-0020,A,D,False,1.0992436408996582
02-0021,D,D,True,0.8812217712402344
02-0022,A,C,False,1.32053804397583
02-0023,C,C,True,0.8802030086517334
02-0024,A,C,False,1.1013343334197998
02-0025,D,D,True,1.1005041599273682
02-0026,D,A,False,0.8797709941864014
02-0027,A,D,False,1.5390825271606445
02-0034,D,B,False,4.735159158706665
18-0006,A,A,True,1.1158347129821777
18-0007,D,D,True,5.618842601776123
18-0008,D,A,False,1.1024065017700195
18-0009,D,D,True,1.7612626552581787
18-0010,,C,False,12.765066623687744
18-0011,D,B,False,1.322272539138794
18-0012,D,C,False,0.8826384544372559
18-0013,D,D,True,3.9589757919311523
18-0014,A,C,False,6.277663946151733
18-0015,D,A,False,101.8739447593689
18-0016,A,D,False,2.202681541442871
18-0017,B,C,False,1.5434584617614746
18-0018,A,B,False,0.4454982280731201
11-0007,D,D,True,3.764373540878296
11-0008,B,C,False,1.334378719329834
11-0009,A,B,False,1.3221583366394043
11-0010,A,B,False,0.8816075325012207
11-0011,A,B,False,1.6681222915649414
11-0012,A,A,True,1.7619879245758057
11-0013,A,A,True,1.1034181118011475
11-0014,A,D,False,0.5590710639953613
11-0015,A,A,True,0.5644052028656006
11-0016,A,A,True,2.5044031143188477
11-0017,D,B,False,2.81571626663208
11-0018,C,C,True,5.2881128787994385
11-0019,A,A,True,0.8799905776977539
11-0020,B,A,False,5.3035924434661865
08-0007,B,A,False,2.6424262523651123
08-0008,A,C,False,1.540830373764038
08-0009,A,B,False,1.102637767791748
08-0010,D,D,True,0.8819489479064941
08-0011,A,C,False,2.7792067527770996
08-0012,B,A,False,2.4206855297088623
08-0013,D,A,False,1.3214976787567139
08-0014,A,B,False,1.7616190910339355
08-0015,D,B,False,2.198403835296631
08-0016,A,A,True,3.33984375
08-0017,A,D,False,4.178171157836914
08-0018,D,D,True,1.3222541809082031
08-0019,C,C,True,0.8824162483215332
08-0020,B,D,False,5.0074286460876465
17-0006,A,D,False,29.210946321487427
17-0007,C,C,True,3.4854190349578857
17-0008,A,C,False,5.601921796798706
17-0009,A,D,False,25.007757663726807
17-0010,B,C,False,3.1978838443756104
17-0011,A,B,False,1.9353766441345215
17-0012,A,D,False,1.9794690608978271
17-0013,D,D,True,2.1997387409210205
17-0014,A,C,False,1.935410499572754
17-0015,B,D,False,2.202507495880127
17-0016,A,D,False,1.3228001594543457
17-0017,A,A,True,1.2200777530670166
17-0018,D,A,False,2.168006658554077
07-0007,A,C,False,1.5420124530792236
07-0008,A,D,False,5.4966676235198975
07-0009,A,B,False,1.9472532272338867
07-0010,D,C,False,1.322096824645996
07-0011,D,C,False,3.3677637577056885
07-0012,A,B,False,0.8821747303009033
07-0013,A,D,False,4.401896953582764
07-0014,A,A,True,6.425636291503906
07-0015,C,D,False,1.100221872329712
07-0016,D,C,False,1.7632770538330078
07-0017,A,D,False,17.8706271648407
07-0018,C,C,True,1.9835200309753418
07-0019,A,C,False,1.760164737701416
07-0020,D,C,False,4.742846965789795
05-0004,A,D,False,1.3207030296325684
05-0005,A,B,False,2.5106887817382812
05-0006,A,C,False,3.102485418319702
05-0007,D,A,False,4.467558860778809
05-0008,D,B,False,2.8600239753723145
05-0009,D,C,False,2.6993987560272217
05-0010,B,A,False,3.059056282043457
05-0011,A,D,False,11.372751235961914
04-0007,C,C,True,3.091684341430664
04-0008,B,B,True,2.789309024810791
04-0009,B,A,False,1.5412373542785645
04-0010,A,C,False,3.0931336879730225
04-0011,B,D,False,4.778682470321655
04-0012,D,D,True,5.298840522766113
04-0013,A,C,False,12.482415676116943
04-0014,B,A,False,0.8813614845275879
04-0015,B,B,True,14.065402746200562
04-0016,B,B,True,2.1997087001800537
04-0017,B,D,False,2.7903478145599365
04-0018,D,B,False,2.426250696182251
04-0019,D,D,True,2.2008073329925537
04-0020,C,A,False,32.41607856750488
16-0006,C,A,False,3.3351645469665527
16-0007,D,A,False,1.6713826656341553
16-0008,D,B,False,3.0574865341186523
16-0009,D,D,True,3.9293596744537354
16-0010,A,B,False,5.8697350025177
16-0011,A,A,True,1.9606702327728271
16-0012,C,A,False,2.226801633834839
16-0013,C,B,False,0.44216036796569824
16-0014,D,B,False,4.589386940002441
16-0015,A,B,False,1.0257840156555176
16-0016,A,D,False,1.4647188186645508
16-0017,D,A,False,1.1199467182159424
16-0019,C,D,False,1.1186888217926025
09-0005,C,D,False,6.171140909194946
09-0006,D,D,True,4.762675523757935
09-0007,A,D,False,4.737156629562378
09-0008,A,C,False,2.230329990386963
09-0009,A,C,False,1.3218047618865967
09-0010,A,D,False,1.1030466556549072
09-0011,B,A,False,0.8831319808959961
09-0012,B,C,False,38.74634647369385
09-0013,D,B,False,0.8838744163513184
09-0014,B,B,True,4.178737163543701
09-0015,D,C,False,1.3237323760986328
10-0007,A,A,True,2.22552752494812
10-0008,D,D,True,10.99795937538147
10-0009,B,C,False,2.9884276390075684
10-0010,B,B,True,2.5972800254821777
10-0011,B,C,False,1.5407283306121826
10-0012,A,D,False,2.225064277648926
10-0013,D,B,False,5.574023008346558
10-0014,A,A,True,1.3231658935546875
10-0015,A,C,False,1.7600998878479004
10-0016,D,C,False,0.881324052810669
10-0017,B,D,False,4.449343919754028
10-0018,B,A,False,1.101006269454956
10-0019,D,C,False,2.6426186561584473
10-0020,D,A,False,3.618701457977295
15-0007,A,A,True,0.44318723678588867
15-0008,A,C,False,1.7603671550750732
15-0009,,D,False,0.6621699333190918
15-0010,B,A,False,2.504179000854492
15-0011,D,C,False,5.310025215148926
15-0013,A,C,False,1.7611026763916016
15-0014,A,B,False,0.443408727645874
15-0015,C,A,False,1.7592628002166748
15-0016,B,C,False,1.3208327293395996
15-0017,D,B,False,2.8614871501922607
15-0018,B,A,False,9.096012830734253
15-0019,A,D,False,1.5435667037963867
15-0020,B,C,False,3.896892786026001
19-0005,B,A,False,2.199885368347168
19-0006,A,B,False,1.761491298675537
19-0007,A,B,False,2.2018730640411377
19-0008,D,A,False,2.039532423019409
19-0009,A,C,False,3.878613233566284
19-0011,B,C,False,1.1009087562561035
19-0012,B,A,False,1.3200664520263672
19-0013,D,B,False,0.8838577270507812
19-0014,A,D,False,2.919424295425415
19-0015,D,A,False,1.3227801322937012
13-0006,A,B,False,7.570446252822876
13-0007,C,A,False,1.7592461109161377
13-0008,B,D,False,1.5406734943389893
13-0009,C,C,True,1.1008930206298828
13-0010,A,B,False,1.3203649520874023
13-0011,B,B,True,1.3226268291473389
13-0012,A,D,False,4.177724361419678
13-0013,A,A,True,1.1026623249053955
13-0014,A,D,False,1.101604700088501
13-0015,A,B,False,0.8805294036865234
13-0016,B,C,False,1.322347640991211
13-0017,A,D,False,4.400276184082031
13-0018,D,B,False,1.1019887924194336
06-0007,A,B,False,2.198671579360962
06-0008,A,D,False,1.5421111583709717
06-0009,B,C,False,7.826606750488281
06-0010,D,B,False,5.008689880371094
06-0011,A,B,False,1.7610125541687012
06-0012,D,D,True,4.467814207077026
06-0013,C,A,False,1.5434963703155518
06-0014,B,D,False,1.9807586669921875
06-0015,A,C,False,2.20100736618042
06-0016,A,B,False,2.2004916667938232
06-0017,A,A,True,1.1022005081176758
06-0018,A,C,False,0.4423704147338867
06-0019,A,B,False,0.4429459571838379
06-0020,B,C,False,3.6461198329925537
12-0007,A,B,False,2.2022624015808105
12-0008,A,C,False,6.402786016464233
12-0009,A,A,True,2.2007429599761963
12-0010,A,A,True,1.4961979389190674
12-0011,B,C,False,2.199063539505005
12-0012,D,B,False,4.454217433929443
12-0013,D,D,True,1.1003165245056152
12-0014,D,D,True,2.2244584560394287
12-0015,B,B,True,7.302882194519043
12-0016,A,A,True,5.013566493988037
12-0017,D,D,True,5.024784803390503
12-0018,B,A,False,5.3092639446258545
12-0019,D,D,True,3.614851951599121
12-0020,A,A,True,5.863922834396362
14-0006,A,C,False,1.3219141960144043
14-0007,A,A,True,2.5390398502349854
14-0008,,B,False,0.8368217945098877
14-0009,A,C,False,60.73587608337402
14-0010,D,C,False,3.6186530590057373
14-0011,,C,False,0.8366570472717285
14-0012,B,C,False,6.191771745681763
14-0013,C,C,True,0.8837504386901855
14-0014,D,A,False,0.8470232486724854
14-0015,C,C,True,2.2166926860809326
14-0016,A,C,False,10.128540992736816
14-0017,A,D,False,0.8822691440582275
48-0007,A,D,False,7.617362022399902
48-0008,A,D,False,17.417902946472168
48-0009,B,A,False,1.3232412338256836
48-0010,B,C,False,1.320518970489502
48-0011,A,D,False,2.5054450035095215
48-0012,D,C,False,1.5435984134674072
48-0013,D,B,False,3.6191868782043457
48-0014,B,A,False,9.20921015739441
48-0015,D,C,False,1.1046726703643799
48-0016,A,A,True,1.9811625480651855
48-0017,A,D,False,7.585606813430786
48-0018,D,A,False,2.7240331172943115
48-0019,A,D,False,3.0613853931427
48-0020,C,B,False,1.5438454151153564
44-0008,A,B,False,5.041414499282837
44-0009,B,D,False,9.629932641983032
44-0010,D,A,False,9.910413026809692
44-0011,D,C,False,1.9805874824523926
44-0012,D,B,False,2.1993930339813232
44-0013,A,B,False,3.068946599960327
44-0014,B,A,False,2.5099258422851562
44-0015,A,C,False,3.33738112449646
44-0016,C,D,False,13.953807830810547
44-0017,A,C,False,1.7604823112487793
44-0018,D,D,True,1.774055004119873
44-0019,D,C,False,1.9488914012908936
44-0020,A,B,False,3.431530475616455
44-0021,A,C,False,9.729012966156006
43-0007,D,A,False,8.531981229782104
43-0008,D,B,False,1.322589635848999
43-0009,D,A,False,1.5426113605499268
43-0010,A,C,False,1.1015653610229492
43-0011,B,B,True,2.2006306648254395
43-0012,D,D,True,1.6008679866790771
43-0013,A,B,False,1.3211026191711426
43-0014,A,C,False,1.3223662376403809
43-0015,A,D,False,1.5426666736602783
43-0016,D,C,False,1.5410947799682617
43-0017,B,A,False,1.101719856262207
43-0018,D,C,False,1.7631254196166992
43-0019,A,B,False,1.5421781539916992
43-0020,D,C,False,0.8820147514343262
33-0008,C,A,False,2.1575443744659424
33-0009,D,B,False,3.9174437522888184
33-0010,D,C,False,2.225637197494507
33-0011,C,C,True,4.464953422546387
33-0012,A,C,False,7.267733097076416
33-0013,B,C,False,5.897947311401367
33-0014,A,D,False,1.321347951889038
33-0015,A,D,False,2.5041344165802
33-0016,A,C,False,1.39400053024292
33-0017,A,C,False,6.297264814376831
33-0018,A,D,False,2.637993574142456
33-0019,A,C,False,7.288986682891846
33-0020,A,D,False,1.5433824062347412
33-0021,A,A,True,1.9792945384979248
40-0007,B,C,False,112.01342010498047
40-0008,A,B,False,86.71444392204285
40-0009,D,B,False,23.995537281036377
40-0010,A,D,False,3.3379743099212646
40-0011,A,C,False,3.958566665649414
40-0012,D,A,False,1.7611918449401855
40-0013,C,D,False,1.3213415145874023
40-0014,A,D,False,1.1021981239318848
40-0015,D,A,False,3.6190335750579834
40-0016,,B,False,1.1006138324737549
40-0017,D,A,False,1.3191158771514893
40-0018,D,C,False,3.918023109436035
37-0029,A,A,True,9.503588438034058
37-0051,D,C,False,1.5410816669464111
37-0052,A,C,False,7.544616937637329
37-0053,D,B,False,1.8332335948944092
37-0054,A,B,False,5.0271055698394775
37-0055,A,A,True,4.787564516067505
37-0056,A,A,True,3.647495746612549
45-0005,C,B,False,3.646273612976074
45-0006,B,A,False,3.9005072116851807
45-0007,D,D,True,2.3177378177642822
45-0008,D,B,False,3.0591089725494385
45-0009,D,A,False,4.041968107223511
45-0010,B,B,True,7.861244201660156
45-0011,A,C,False,1.3251245021820068
45-0012,A,A,True,1.9553248882293701
45-0013,B,D,False,1.9857971668243408
35-0145,B,D,False,5.31285548210144
35-0146,D,A,False,2.7809958457946777
35-0147,A,B,False,3.0604608058929443
35-0148,A,B,False,3.6165904998779297
35-0149,B,C,False,1.9792039394378662
35-0150,B,C,False,3.621389389038086
35-0151,A,D,False,5.32810378074646
35-0152,B,B,True,7.744562387466431
35-0153,A,C,False,4.749405145645142
35-0154,B,C,False,6.224224805831909
35-0155,B,C,False,4.77944803237915
35-0156,A,D,False,5.053112268447876
35-0157,A,C,False,7.0966033935546875
35-0158,D,C,False,6.787952184677124
34-0006,D,A,False,1.438537359237671
34-0007,A,B,False,4.43403959274292
34-0008,,A,False,6.1243085861206055
34-0009,A,D,False,1.101041555404663
34-0012,D,D,True,1.2772374153137207
34-0015,D,B,False,2.225062608718872
34-0016,A,C,False,2.785370111465454
34-0017,A,A,True,1.3218533992767334
34-0019,A,C,False,0.44225096702575684
34-0020,B,A,False,1.9549050331115723
34-0021,D,A,False,1.980663537979126
34-0022,D,B,False,1.319824457168579
34-0023,C,A,False,2.224627733230591
32-0006,A,B,False,0.8366682529449463
32-0007,A,A,True,1.3238615989685059
32-0008,A,D,False,1.7622637748718262
32-0009,D,D,True,1.7625939846038818
32-0010,A,B,False,3.0655839443206787
32-0011,A,D,False,3.6219863891601562
32-0012,A,C,False,1.1024248600006104
32-0013,A,B,False,1.7627582550048828
32-0014,D,A,False,2.199925661087036
32-0015,A,A,True,1.5430881977081299
32-0016,A,A,True,5.110507011413574
32-0017,D,C,False,2.2014029026031494
32-0018,C,B,False,2.6416831016540527
47-0006,C,C,True,1.673020362854004
47-0007,A,A,True,2.3858139514923096
47-0008,A,B,False,6.133581638336182
47-0009,B,B,True,1.1032745838165283
47-0010,A,A,True,4.1755406856536865
47-0011,D,C,False,1.3226141929626465
47-0012,A,C,False,1.7608051300048828
47-0013,A,D,False,1.7600693702697754
47-0014,A,C,False,1.7612285614013672
47-0015,,D,False,3.919491767883301
47-0016,A,A,True,4.1810877323150635
47-0017,A,A,True,2.2345974445343018
47-0018,D,D,True,1.3213539123535156
41-0006,A,D,False,0.44239258766174316
41-0007,D,B,False,1.3210515975952148
41-0008,D,A,False,1.5409860610961914
41-0010,D,B,False,2.504542350769043
41-0011,D,C,False,1.4378080368041992
41-0012,B,C,False,0.8830280303955078
41-0013,B,C,False,3.0637474060058594
41-0014,A,A,True,1.1016521453857422
41-0015,A,C,False,1.7610690593719482
41-0016,B,A,False,8.166413307189941
41-0017,A,A,True,0.8811697959899902
41-0018,A,A,True,0.44249534606933594
49-0006,A,A,True,1.100860357284546
49-0007,A,B,False,1.1008398532867432
49-0008,A,A,True,2.417217254638672
49-0009,A,B,False,1.1001734733581543
49-0010,C,B,False,1.0994987487792969
49-0011,A,A,True,1.1006743907928467
49-0012,D,C,False,1.322648286819458
49-0013,B,B,True,2.200892925262451
49-0014,A,C,False,2.4220597743988037
49-0015,A,B,False,1.5424845218658447
49-0016,A,C,False,1.319612979888916
49-0017,A,A,True,1.540574312210083
49-0018,B,B,True,1.3215687274932861
46-0007,A,C,False,5.055065631866455
46-0008,C,A,False,1.1026873588562012
46-0009,D,A,False,1.31935453414917
46-0010,A,C,False,4.834834814071655
46-0011,A,D,False,0.8819394111633301
46-0012,D,A,False,1.3221981525421143
46-0013,A,A,True,2.2001798152923584
46-0014,D,D,True,1.1025683879852295
46-0015,A,B,False,2.4909918308258057
46-0016,D,A,False,1.3197081089019775
46-0017,D,D,True,1.3228771686553955
46-0018,A,A,True,1.3205788135528564
46-0019,D,D,True,2.916585922241211
46-0020,A,A,True,1.9787969589233398
39-0008,D,D,True,1.6754355430603027
39-0009,B,A,False,4.171590805053711
39-0011,A,C,False,8.361108779907227
39-0012,A,D,False,3.519110679626465
39-0013,D,D,True,2.509833812713623
39-0014,B,D,False,8.968835830688477
39-0015,A,A,True,16.05944848060608
39-0016,A,A,True,18.890193700790405
39-0017,A,B,False,1.1012871265411377
39-0018,B,C,False,3.2978429794311523
39-0019,A,C,False,0.441784143447876
39-0020,D,D,True,4.7401204109191895
39-0021,A,C,False,5.566871166229248
39-0022,B,A,False,3.903658628463745
42-0009,A,A,True,0.5579063892364502
42-0010,A,C,False,0.4418964385986328
42-0011,D,A,False,4.73465895652771
42-0012,D,B,False,3.0765089988708496
42-0013,A,A,True,4.061481952667236
42-0014,A,C,False,0.44103574752807617
42-0016,D,D,True,2.661996603012085
42-0018,C,A,False,1.761136531829834
42-0019,A,B,False,1.1007072925567627
